Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
316.trim	37.02797412494524	39.0	76.06378618369591	0.0	9498546.0
317.trim	32.120059813130624	39.0	79.0121967133482	0.0	5632419.0
318.trim	37.58635968788372	38.0	77.64808769717979	9.090909090909092	6174885.0
319.trim	56.905495188467455	37.0	83.49790401540906	18.181818181818183	7780353.0
321.trim	31.683590362601706	38.0	78.62022986346993	9.090909090909092	6027317.0
322.trim	39.08345904949439	38.0	77.8123084862225	9.090909090909092	7301694.0
323.trim	34.04530412779742	39.0	68.6487091002045	0.0	9545280.0
324.trim	41.738630769407884	38.0	73.43423638551295	0.0	8321889.0
325.trim	31.915919181064183	38.0	78.32642732925801	9.090909090909092	7590400.0
326.trim	40.410611837170975	37.0	79.38181533356914	9.090909090909092	8911376.0
327.trim	36.70756050862239	38.0	80.77922806240167	9.090909090909092	5777410.0
328.trim	31.271567047227848	40.0	64.86399608402012	0.0	11991890.0
329.trim	42.90812326394777	38.0	85.76301183294709	9.090909090909092	8346864.0
331.trim	57.70719636486687	41.0	78.71300349365617	18.181818181818183	6491194.0
332.trim	46.95588468248282	37.0	77.81482104084529	9.090909090909092	5401456.0
333.trim	35.9866135672863	38.0	81.29332675265573	9.090909090909092	5178798.0
334.trim	54.64118639896436	38.0	86.19960330038373	18.181818181818183	5704064.0
335.trim	35.693813972286875	38.0	78.01808484133164	9.090909090909092	5117435.0
336.trim	53.363494714750345	37.0	82.65145308748097	18.181818181818183	7615302.0
337.trim	44.17489129982721	37.0	76.35633993048609	9.090909090909092	10460927.0
338.trim	39.91939299643856	38.0	80.91958524136854	9.090909090909092	6309501.0
339.trim	43.23032993278982	38.0	75.44185454790998	9.090909090909092	7152967.0
34.trim	75.8447728480382	39.0	82.66119481046834	18.181818181818183	6737872.0
341.trim	35.76364368905588	39.0	74.70720720472816	9.090909090909092	5451087.0
342.trim	40.7902906247452	38.0	76.07066614863828	9.090909090909092	8496317.0
343.trim	29.33088638410257	39.0	67.2112468947356	9.090909090909092	7400336.0
344.trim	49.31076164239639	41.0	62.44549419126356	9.090909090909092	10029720.0
345.trim	28.239959063522008	38.0	66.51544390831909	0.0	5460373.0
346.trim	32.47518247974131	39.0	74.93227784006783	0.0	5675956.0
347.trim	40.97403045456388	37.0	87.4535832468082	0.0	6508706.0
348.trim	41.80212015369623	38.0	80.02113644503612	9.090909090909092	7102992.0
349.trim	33.00929737565798	40.0	67.5137780011891	0.0	5518471.0
35.trim	80.2155710887864	46.0	66.89243530198573	27.27272727272727	2162122.0
37.trim	84.94279386583929	40.0	81.20656090648352	27.27272727272727	7420499.0
39.trim	45.780551359967816	38.0	79.81334897835546	9.090909090909092	5800354.0
401.trim	65.36515016443288	40.0	89.98995384921142	18.181818181818183	4090721.0
402.trim	45.8949449946793	39.0	77.42754676176136	9.090909090909092	5669857.0
403.trim	37.768845743821224	38.0	80.87198650068075	9.090909090909092	6633816.0
404.trim	53.85091008169912	37.0	83.86048138405305	18.181818181818183	6901932.0
41.trim	72.61749190627853	39.0	88.104086422471	18.181818181818183	8171671.0
411.trim	48.82519880305575	38.0	82.16710938645254	9.090909090909092	6514655.0
412.trim	83.79971331415265	38.0	83.60028235898093	36.36363636363637	6700690.0
413.trim	48.467636473042276	37.0	80.91874350986501	9.090909090909092	6340392.0
414.trim	41.143688805882064	41.0	54.16049774168107	9.090909090909092	4860031.0
421.trim	40.06661904372307	39.0	82.56033700033336	9.090909090909092	7424325.0
43.trim	44.06438335977475	39.0	76.9613963444774	9.090909090909092	7115207.0
431b.trim	54.29140936102129	40.0	83.94204199236474	18.181818181818183	6226370.0
432.trim	93.25066799290083	44.0	91.13117108339861	27.27272727272727	5883347.0
434.trim	56.109523119204965	35.0	81.64992018390913	9.090909090909092	6970399.0
44.trim	68.25532441014879	50.0	57.43317902122321	36.36363636363637	990849.0
441.trim	92.93453999700228	39.0	72.60549028060898	36.36363636363637	8072265.0
442b.trim	59.9919325323634	38.0	76.24932505874959	9.090909090909092	5025993.0
443.trim	53.508204242738444	36.0	80.42227310653703	9.090909090909092	6046395.0
444.trim	54.708915737863784	33.0	81.68833953244777	9.090909090909092	7946834.0
445.trim	39.494225537397135	38.0	82.73675205257992	9.090909090909092	6518991.0
45.trim	69.21582064609285	39.0	76.09152035070655	18.181818181818183	6994794.0
451.trim	46.96373868394203	37.0	78.07404550494981	0.0	8825897.0
452b.trim	51.1320710432806	39.0	82.60180846112357	18.181818181818183	5437883.0
453.trim	39.52359458318535	38.0	77.86199054243285	9.090909090909092	5209585.0
46.trim	75.77883979464949	38.0	82.90125502458935	18.181818181818183	7381449.0
461b.trim	45.92691018530194	36.0	84.15340757446428	9.090909090909092	4537377.0
462b.trim	58.65866017591519	35.0	72.2612119883517	9.090909090909092	9643294.0
47.trim	49.49386977618707	38.0	85.68064371366614	9.090909090909092	5363627.0
471b.trim	46.0807100163263	37.0	82.93459753040275	9.090909090909092	6249764.0
472b.trim	46.33105592774612	37.0	76.5493899254195	9.090909090909092	6074913.0
473.trim	45.90041207002427	37.0	85.49922981569777	9.090909090909092	6549731.0
474.trim	49.417342926285755	36.0	85.46312996324671	0.0	8402514.0
475.trim	47.60060450710862	36.0	83.67551942742931	0.0	7267714.0
476.trim	48.57553818479358	33.0	82.26539115285738	0.0	4670118.0
477.trim	43.77063295789494	39.0	85.61897418426584	9.090909090909092	6454707.0
481.trim	50.29975290405041	37.0	73.71521590668738	18.181818181818183	7191139.0
482.trim	51.753802530043366	33.0	80.8425747951713	9.090909090909092	5356061.0
483.trim	54.98511552682268	39.0	64.60662237528507	18.181818181818183	5681617.0
484.trim	46.15905922905641	40.0	81.4269344828161	9.090909090909092	5100265.0
485.trim	42.20435536047889	38.0	84.96789144128552	9.090909090909092	7025728.0
487.trim	50.44347495880924	38.0	78.56749431687135	18.181818181818183	7171226.0
488.trim	51.05253419840751	33.0	82.43317650184213	9.090909090909092	6865968.0
489.trim	41.48820068365945	40.0	82.54810973346254	9.090909090909092	7259955.0
490.trim	40.192822398363894	38.0	80.18052616608949	9.090909090909092	5790529.0
491.trim	54.17249884242576	34.0	81.59680915825243	9.090909090909092	6417993.0
492.trim	53.5798170949969	35.0	75.7978458691716	9.090909090909092	7797298.0
506.trim	60.86459519167114	33.0	74.33572930516121	9.090909090909092	5742555.0
513.trim	40.449097871238074	38.0	73.35809861770959	9.090909090909092	6258815.0
521.trim	73.98830610935087	37.0	76.09657013655851	18.181818181818183	11458532.0
522.trim	56.024778162648516	36.0	79.28357718225429	18.181818181818183	5760534.0
523.trim	58.68044330021513	38.0	80.32003909884678	18.181818181818183	6915805.0
524.trim	48.68793181526979	35.0	83.33497846385036	0.0	6095565.0
525.trim	35.90592680801532	39.0	80.79165419712218	9.090909090909092	5336335.0
526.trim	40.90310882599619	38.0	85.01703756638094	9.090909090909092	5230794.0
527.trim	50.49134346972491	37.0	75.11745599049635	18.181818181818183	7826889.0
528.trim	44.34859388391864	36.0	77.46887247159714	0.0	8623428.0
529.trim	57.972314549179835	33.0	82.61318390473184	9.090909090909092	6863657.0
531.trim	39.600730298940334	39.0	79.47641957393827	9.090909090909092	4945903.0
532.trim	47.495847082036455	36.0	85.08530772939287	0.0	5065262.0
533.trim	50.10265815841476	39.0	87.76229993787555	18.181818181818183	5204071.0
541.trim	55.500032399880276	37.0	79.58598182810573	18.181818181818183	7018861.0
542.trim	65.07927175834331	36.0	80.70634027059258	18.181818181818183	6181692.0
543.trim	39.05933952770996	35.0	77.62281566462309	0.0	3923848.0
551.trim	47.08018068426537	35.0	82.66021606815983	0.0	7462460.0
552b.trim	49.546008042264944	37.0	82.6136969203239	9.090909090909092	4239829.0
553.trim	36.74963326649072	38.0	85.33879575073198	9.090909090909092	4827655.0
554.trim	40.77441371761389	39.0	82.1564080649003	9.090909090909092	7993552.0
561.trim	86.30719162387963	35.0	88.57696116073392	27.27272727272727	6343297.0
562.trim	77.2389526429808	40.0	76.5871352667518	18.181818181818183	14984547.0
563.trim	64.7254773929723	35.0	85.07646445355624	27.27272727272727	8250108.0
564.trim	39.603486502758265	38.0	85.40408324226264	9.090909090909092	4478206.0
565.trim	76.50448309233761	42.0	85.00552589414544	18.181818181818183	5459207.0
571.trim	82.29099803374734	46.0	66.36789405728979	18.181818181818183	730357.0
Undetermined.trim	71.54154158083382	41.0	91.16141132362044	18.181818181818183	13289142.0
