Sample	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
137.trim	14791.0	14742.0	17198.0	19531.0	23044.0	25633.0	29891.0	34657.0	40862.0	42592.0	48511.0	67233.0	74772.0	69705.0	74266.0	91483.0	96034.0	90892.0	88137.0	98001.0	109635.0	180677.0	117575.0	113421.0	133109.0	131210.0	117184.0	104822.0	104189.0	101375.0	93851.0	90017.0	86425.0	92233.0	80318.0	81320.0	86269.0	115005.0	334255.0	61472.0	2852496.0
139.trim	7887.0	7662.0	8125.0	9418.0	11072.0	12144.0	13918.0	15416.0	18062.0	18672.0	20280.0	27245.0	29703.0	27760.0	29470.0	36918.0	38836.0	35007.0	34967.0	39129.0	42145.0	66097.0	45088.0	43725.0	51266.0	48902.0	43061.0	39211.0	37795.0	37099.0	34893.0	33418.0	31992.0	33250.0	28984.0	29946.0	31146.0	41131.0	115287.0	21230.0	939798.0
140.trim	16158.0	16651.0	18463.0	21805.0	24985.0	27440.0	32348.0	36902.0	44163.0	43878.0	49647.0	71464.0	78311.0	69383.0	71896.0	91479.0	93861.0	81970.0	76923.0	85735.0	98050.0	172564.0	106848.0	102540.0	126450.0	121581.0	105402.0	92630.0	88528.0	84283.0	76249.0	73839.0	70310.0	72790.0	65125.0	67738.0	73382.0	104547.0	301385.0	54745.0	2585545.0
141.trim	5234.0	5259.0	5608.0	6531.0	7447.0	8484.0	9935.0	11400.0	12907.0	13490.0	15092.0	21385.0	22875.0	21325.0	23236.0	28565.0	29695.0	28149.0	27719.0	30679.0	34678.0	55638.0	38140.0	37682.0	44170.0	43068.0	38603.0	35519.0	34893.0	34013.0	31855.0	30380.0	28745.0	29788.0	26899.0	27890.0	30394.0	41499.0	108534.0	20128.0	867056.0
156.trim	6479.0	6976.0	8567.0	9827.0	10980.0	12356.0	16593.0	19892.0	25761.0	25987.0	30188.0	49994.0	58326.0	50368.0	53005.0	79841.0	79082.0	67078.0	61667.0	69408.0	86463.0	161163.0	98607.0	96858.0	122981.0	122054.0	105386.0	90816.0	89717.0	87162.0	79650.0	76561.0	72145.0	73405.0	69381.0	70750.0	78340.0	110503.0	286613.0	48053.0	2351985.0
159.trim	16192.0	16634.0	19688.0	23927.0	27724.0	34394.0	45737.0	54424.0	68474.0	71397.0	85589.0	137756.0	153624.0	136507.0	144168.0	201195.0	185546.0	171299.0	159619.0	169938.0	198650.0	316785.0	209200.0	198240.0	238627.0	238783.0	211723.0	192531.0	190188.0	180712.0	162655.0	157206.0	144767.0	144619.0	132669.0	128823.0	138065.0	178794.0	424209.0	70010.0	3244187.0
161.trim	16840.0	17530.0	19593.0	22118.0	26025.0	29847.0	34288.0	39253.0	47888.0	49616.0	58498.0	82762.0	92790.0	89626.0	94094.0	110300.0	104834.0	103826.0	103518.0	111205.0	119699.0	185022.0	129880.0	121239.0	141398.0	144295.0	130918.0	126039.0	118707.0	114078.0	99370.0	96226.0	96673.0	97320.0	88169.0	86091.0	95283.0	130762.0	355261.0	63265.0	2969421.0
162.trim	22588.0	22904.0	25742.0	29529.0	33286.0	35900.0	43062.0	50350.0	59231.0	58065.0	65232.0	94387.0	102598.0	87568.0	88787.0	113951.0	117014.0	100851.0	92588.0	101775.0	116170.0	203759.0	124805.0	119758.0	144271.0	136073.0	117142.0	103524.0	98849.0	92951.0	81378.0	80384.0	77684.0	80636.0	70210.0	69028.0	74010.0	104569.0	291167.0	59891.0	2457498.0
168.trim	6341.0	6325.0	7218.0	8161.0	9434.0	11065.0	13576.0	15356.0	18798.0	19500.0	21314.0	30204.0	34254.0	30713.0	33104.0	42302.0	45000.0	41068.0	39033.0	43563.0	51393.0	85681.0	55263.0	54876.0	65453.0	63771.0	56736.0	50235.0	48645.0	46855.0	43766.0	42280.0	39228.0	40357.0	37853.0	38923.0	42822.0	59997.0	166185.0	31477.0	1387888.0
169.trim	30045.0	28556.0	31011.0	34732.0	42646.0	48549.0	57204.0	63842.0	74342.0	79707.0	91745.0	124151.0	136435.0	127988.0	138768.0	168894.0	179333.0	161584.0	161009.0	179041.0	198468.0	306188.0	207334.0	204161.0	237395.0	232241.0	206853.0	188202.0	181506.0	178385.0	163797.0	159554.0	150978.0	158636.0	140262.0	141231.0	150895.0	200937.0	553928.0	102042.0	4550538.0
171.trim	21453.0	21832.0	24436.0	28278.0	32285.0	38165.0	46035.0	52753.0	61602.0	64833.0	74263.0	102272.0	111963.0	103009.0	109275.0	134583.0	142677.0	125579.0	120562.0	134324.0	153544.0	239710.0	161405.0	159995.0	187563.0	181404.0	159046.0	142255.0	138725.0	131989.0	119803.0	115529.0	108587.0	107582.0	101640.0	103566.0	112496.0	152452.0	415364.0	73463.0	3392141.0
172.trim	13415.0	13463.0	15240.0	17065.0	20739.0	22647.0	26215.0	29466.0	34525.0	35842.0	40436.0	54780.0	59036.0	56182.0	59838.0	73381.0	77625.0	72744.0	72906.0	81677.0	90761.0	142048.0	97477.0	95678.0	109895.0	107106.0	94445.0	86090.0	84777.0	81013.0	76885.0	73869.0	69550.0	71791.0	65218.0	66511.0	70978.0	94089.0	252937.0	45449.0	2055615.0
181.trim	4438.0	4440.0	5418.0	6565.0	8189.0	9713.0	13105.0	15829.0	20412.0	21852.0	24535.0	36538.0	43568.0	39852.0	44336.0	63984.0	56677.0	50062.0	47992.0	50527.0	55964.0	78467.0	55602.0	55250.0	65348.0	65419.0	56843.0	51747.0	50804.0	48561.0	44870.0	42406.0	39363.0	38057.0	36870.0	36736.0	40127.0	51976.0	130957.0	23322.0	1051328.0
183.trim	27935.0	28482.0	31552.0	35268.0	39705.0	43752.0	50480.0	58331.0	67801.0	68386.0	77424.0	107788.0	117155.0	108508.0	112861.0	139182.0	139967.0	131228.0	126753.0	139246.0	155955.0	253808.0	169874.0	163577.0	193554.0	187550.0	166207.0	151448.0	145741.0	139104.0	128424.0	125016.0	122538.0	123456.0	111631.0	113065.0	120030.0	167950.0	499503.0	93055.0	4317533.0
184.trim	10992.0	11025.0	11843.0	13155.0	15250.0	16576.0	18855.0	20591.0	23529.0	24180.0	26955.0	35401.0	38281.0	36387.0	38504.0	46412.0	47892.0	45166.0	45627.0	50653.0	56371.0	89526.0	66339.0	63276.0	70214.0	67214.0	59520.0	54138.0	53381.0	52538.0	49772.0	47795.0	45107.0	46735.0	42246.0	42643.0	46118.0	62496.0	173164.0	31038.0	1464051.0
185.trim	4994.0	4887.0	5503.0	6284.0	7225.0	7695.0	9545.0	11042.0	13726.0	13564.0	15681.0	24277.0	26258.0	22371.0	23421.0	31297.0	32250.0	28946.0	27545.0	31669.0	37431.0	72156.0	42267.0	40802.0	51252.0	49194.0	42631.0	36662.0	36120.0	33461.0	29121.0	28212.0	26918.0	27879.0	25138.0	25664.0	27527.0	38741.0	109468.0	20142.0	948683.0
