Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
312_S28_L001_R1_001	38.0967303747868	36.0	100.0	27.27272727272727	7147390.0
313_S36_L001_R1_001	41.0693042920528	36.0	100.0	18.181818181818183	6960546.0
314_S49_L001_R1_001	54.08168302221286	37.0	100.0	36.36363636363637	5366881.0
315_S26_L001_R1_001	35.940976411912686	36.0	100.0	18.181818181818183	9029499.0
316_S9_L001_R1_001	37.57966498795938	36.0	100.0	18.181818181818183	9796267.0
317_S33_L001_R1_001	32.38152935869904	37.0	100.0	18.181818181818183	5855264.0
318_S6_L001_R1_001	38.31635123795315	35.0	100.0	18.181818181818183	6322897.0
319_S52_L001_R1_001	57.02787025094436	35.0	100.0	27.27272727272727	7954995.0
321_S29_L001_R1_001	32.483771133940664	36.0	100.0	18.181818181818183	6233571.0
322_S8_L001_R1_001	39.01042274225268	36.0	100.0	18.181818181818183	7624640.0
323_S39_L001_R1_001	34.143091265951995	36.0	100.0	18.181818181818183	10167458.0
324_S47_L001_R1_001	43.290125504942964	35.0	100.0	18.181818181818183	8527120.0
325_S13_L001_R1_001	32.62935227718846	35.0	100.0	18.181818181818183	7860511.0
326_S38_L001_R1_001	41.356273589694446	35.0	100.0	18.181818181818183	9095747.0
327_S37_L001_R1_001	37.557298967617335	36.0	100.0	18.181818181818183	5909209.0
328_S12_L001_R1_001	31.275196790392158	38.0	100.0	18.181818181818183	12914260.0
329_S46_L001_R1_001	43.677182055738264	35.0	100.0	18.181818181818183	8534119.0
331_S53_L001_R1_001	56.549321195300166	39.0	100.0	36.36363636363637	6864652.0
332_S48_L001_R1_001	46.99844981762639	35.0	100.0	18.181818181818183	5594209.0
333_S30_L001_R1_001	36.50137082784697	35.0	100.0	18.181818181818183	5388994.0
334_S50_L001_R1_001	54.61961822214311	36.0	100.0	36.36363636363637	5839941.0
335_S31_L001_R1_001	35.4680456510458	36.0	100.0	18.181818181818183	5396716.0
336_S51_L001_R1_001	53.758122674705355	35.0	100.0	27.27272727272727	7847255.0
337_S35_L001_R1_001	44.95471834976728	35.0	100.0	18.181818181818183	10801907.0
338_S4_L001_R1_001	40.458580246270415	35.0	100.0	18.181818181818183	6474350.0
339_S10_L001_R1_001	43.15036989094051	36.0	100.0	18.181818181818183	7409330.0
341_S19_L001_R1_001	36.321466553457306	37.0	100.0	18.181818181818183	5721131.0
342_S23_L001_R1_001	40.90749856303378	36.0	100.0	18.181818181818183	8852593.0
343_S14_L001_R1_001	32.28548798748349	37.0	100.0	27.27272727272727	7922295.0
344_S27_L001_R1_001	47.078988975894084	38.0	100.0	18.181818181818183	11069045.0
345_S16_L001_R1_001	28.44883744374455	35.0	100.0	18.181818181818183	5841702.0
346_S18_L001_R1_001	33.40029486848978	37.0	100.0	18.181818181818183	5885469.0
347_S43_L001_R1_001	41.49279443339575	34.0	100.0	9.090909090909092	6730240.0
348_S3_L001_R1_001	42.11539334542632	36.0	100.0	18.181818181818183	7334816.0
349_S34_L001_R1_001	32.612115575191964	37.0	100.0	18.181818181818183	5924537.0
34_S68_L002_R1_001	74.35595279421923	37.0	100.0	36.36363636363637	6927864.0
35_S72_L002_R1_001	69.69508816771207	48.0	100.0	36.36363636363637	2727730.0
37_S70_L002_R1_001	83.27012068559388	39.0	100.0	45.45454545454545	7605760.0
39_S52_L002_R1_001	45.73183109746899	36.0	100.0	27.27272727272727	5993536.0
401_S10_L002_R1_001	65.28285572865283	38.0	100.0	18.181818181818183	4142817.0
402_S5_L002_R1_001	45.992758685376145	37.0	100.0	18.181818181818183	5817900.0
403_S30_L002_R1_001	38.78232136547558	36.0	100.0	27.27272727272727	6761607.0
404_S42_L002_R1_001	54.68967113107239	35.0	100.0	36.36363636363637	7000213.0
411_S9_L002_R1_001	49.0952074204398	35.0	100.0	27.27272727272727	6647774.0
412_S74_L002_R1_001	90.6886737972922	40.0	100.0	45.45454545454545	7052231.0
413_S38_L002_R1_001	49.29940182297783	35.0	100.0	27.27272727272727	6420294.0
414_S49_L002_R1_001	37.23003644437512	39.0	100.0	18.181818181818183	5575142.0
41_S62_L002_R1_001	72.56329859155498	37.0	100.0	36.36363636363637	8285971.0
421_S22_L002_R1_001	40.32777182088909	37.0	100.0	27.27272727272727	7638451.0
431b_S8_L002_R1_001	54.39892465252169	37.0	100.0	36.36363636363637	6371191.0
432_S75_L002_R1_001	91.06778753925484	43.0	100.0	27.27272727272727	6031981.0
434_S55_L002_R1_001	56.84835713689115	33.0	100.0	36.36363636363637	7085710.0
43_S46_L002_R1_001	44.60050952425536	36.0	100.0	18.181818181818183	7292981.0
441_S73_L002_R1_001	90.58910787436048	45.0	100.0	45.45454545454545	9183978.0
442b_S60_L002_R1_001	57.509461241820354	35.0	100.0	27.27272727272727	5438425.0
443_S36_L002_R1_001	53.610676341507606	34.0	100.0	36.36363636363637	6168835.0
444_S34_L002_R1_001	55.512098270244806	32.0	100.0	27.27272727272727	8059379.0
445_S45_L002_R1_001	40.29493849402528	36.0	100.0	27.27272727272727	6632469.0
44_S71_L002_R1_001	66.27775261692196	51.0	100.0	27.27272727272727	1365492.0
451_S28_L002_R1_001	47.01028117749835	35.0	100.0	18.181818181818183	9109762.0
452b_S2_L002_R1_001	51.18613074765337	37.0	100.0	36.36363636363637	5550931.0
453_S12_L002_R1_001	40.24354485545296	36.0	100.0	27.27272727272727	5346302.0
45_S63_L002_R1_001	67.62461692317716	36.0	100.0	27.27272727272727	7231064.0
461b_S31_L002_R1_001	46.629871447372615	34.0	100.0	27.27272727272727	4635478.0
462b_S64_L002_R1_001	57.802617846619526	34.0	100.0	36.36363636363637	10172164.0
46_S66_L002_R1_001	74.47688328240442	36.0	100.0	36.36363636363637	7585419.0
471b_S51_L002_R1_001	46.81870175197045	35.0	100.0	27.27272727272727	6376976.0
472b_S48_L002_R1_001	46.6165721999658	35.0	100.0	27.27272727272727	6292167.0
473_S20_L002_R1_001	46.63560489178879	35.0	100.0	18.181818181818183	6643017.0
474_S14_L002_R1_001	49.97137571149488	34.0	100.0	27.27272727272727	8501340.0
475_S16_L002_R1_001	48.129386750204695	34.0	100.0	18.181818181818183	7373472.0
476_S17_L002_R1_001	49.7540392110116	31.0	100.0	18.181818181818183	4715521.0
477_S37_L002_R1_001	44.12936740524965	37.0	100.0	27.27272727272727	6572156.0
47_S58_L002_R1_001	49.912000116290436	36.0	100.0	27.27272727272727	5455003.0
481_S57_L002_R1_001	49.40766823114034	35.0	100.0	27.27272727272727	7651791.0
482_S25_L002_R1_001	52.79599030560469	32.0	100.0	27.27272727272727	5416476.0
483_S7_L002_R1_001	52.622436482597706	36.0	100.0	36.36363636363637	6128076.0
484_S43_L002_R1_001	46.7360135668874	37.0	100.0	27.27272727272727	5194506.0
485_S21_L002_R1_001	42.86675157095373	36.0	100.0	27.27272727272727	7146672.0
487_S6_L002_R1_001	49.259839738380066	36.0	100.0	18.181818181818183	7411766.0
488_S26_L002_R1_001	52.197055800188664	31.0	100.0	27.27272727272727	6926901.0
489_S35_L002_R1_001	42.18406429092377	38.0	100.0	27.27272727272727	7390384.0
490_S19_L002_R1_001	40.60014254914341	36.0	100.0	27.27272727272727	5956648.0
491_S50_L002_R1_001	54.95400912409604	32.0	100.0	27.27272727272727	6516171.0
492_S40_L002_R1_001	53.88199782484636	33.0	100.0	27.27272727272727	7972788.0
506_S47_L002_R1_001	60.85114029950423	32.0	100.0	27.27272727272727	5879831.0
513_S56_L002_R1_001	41.60354185392288	35.0	100.0	18.181818181818183	6387260.0
521_S65_L002_R1_001	73.29695075160693	35.0	100.0	36.36363636363637	11767309.0
522_S1_L002_R1_001	56.023539645486146	34.0	100.0	36.36363636363637	5875819.0
523_S4_L002_R1_001	58.564126883774925	35.0	100.0	36.36363636363637	7083612.0
524_S11_L002_R1_001	49.50410564227569	34.0	100.0	18.181818181818183	6169181.0
525_S18_L002_R1_001	36.693236175029384	37.0	100.0	18.181818181818183	5450396.0
526_S15_L002_R1_001	41.24657340755667	36.0	100.0	27.27272727272727	5331939.0
527_S39_L002_R1_001	51.02953658563658	35.0	100.0	36.36363636363637	8035172.0
528_S27_L002_R1_001	45.428335373512866	34.0	100.0	18.181818181818183	8784739.0
529_S53_L002_R1_001	58.5339716162362	32.0	100.0	27.27272727272727	6972407.0
531_S44_L002_R1_001	39.87632476735534	37.0	100.0	18.181818181818183	5086934.0
532_S33_L002_R1_001	48.28575415551963	34.0	100.0	18.181818181818183	5128341.0
533_S61_L002_R1_001	49.968376123991064	36.0	100.0	18.181818181818183	5373610.0
541_S41_L002_R1_001	55.32707681006506	35.0	100.0	36.36363636363637	7189810.0
542_S3_L002_R1_001	64.99095700773056	34.0	100.0	36.36363636363637	6287099.0
543_S29_L002_R1_001	39.53802286357247	34.0	100.0	18.181818181818183	4026626.0
551_S24_L002_R1_001	47.61306853564762	34.0	100.0	18.181818181818183	7632419.0
552b_S54_L002_R1_001	49.51665992251392	35.0	100.0	27.27272727272727	4369784.0
553_S23_L002_R1_001	37.249107744582645	36.0	100.0	27.27272727272727	4933901.0
554_S13_L002_R1_001	41.45424824216024	37.0	100.0	27.27272727272727	8147322.0
561_S69_L002_R1_001	85.90365164997618	34.0	100.0	45.45454545454545	6408963.0
562_S77_L002_R1_001	74.66618298282975	39.0	100.0	36.36363636363637	16068123.0
563_S59_L002_R1_001	65.44546254066739	34.0	100.0	45.45454545454545	8332688.0
564_S32_L002_R1_001	40.150661093130644	36.0	100.0	27.27272727272727	4557229.0
565_S67_L002_R1_001	74.68022116431489	40.0	100.0	18.181818181818183	5638974.0
571_S76_L002_R1_001	79.14244922511934	36.0	100.0	45.45454545454545	1401824.0
Undetermined_S0_L001_R1_001	56.27013604200417	37.0	100.0	18.181818181818183	11043082.0
Undetermined_S0_L002_R1_001	70.38551323477118	39.0	100.0	18.181818181818183	13639330.0
